1522331102.95,15.968,14.16,97
1522331106.61,15.964,21.44,97
1522331110.26,15.66,19.66,97
1522331113.92,15.638,19.84,96
1522331117.56,15.627,12.9,96
1522331121.21,15.783,13.32,96
1522331124.87,15.568,18.23,95
1522331128.52,15.571,20.04,95
1522331132.17,15.543,10.92,95
1522331135.82,15.559,12.3,94
1522331139.46,15.468,11.3,94
1522331143.12,15.513,13.05,93
1522331146.76,15.485,10.27,93
1522331150.42,15.592,12.83,93
1522331154.07,15.322,20.0,92
1522331157.72,15.442,21.13,92
1522331161.36,15.353,17.77,92
1522331165.01,15.462,14.49,91
1522331168.66,15.189,10.89,91
1522331172.33,15.477,15.08,91
1522331175.98,15.328,14.87,90
1522331179.64,15.413,16.83,90
1522331183.3,15.21,18.93,90
1522331186.95,15.367,17.11,89
1522331190.61,15.251,13.14,89
1522331194.27,15.338,14.55,88
1522331197.92,15.256,20.51,88
1522331201.59,15.384,16.96,88
1522331205.24,15.322,18.62,87
1522331208.9,15.339,14.44,87
1522331212.55,15.196,19.31,87
1522331216.2,15.292,16.29,86
1522331219.86,15.046,22.72,86
1522331223.51,15.283,16.7,85
1522331227.16,15.035,19.59,85
1522331230.8,15.167,17.34,85
1522331234.48,15.022,17.67,84
1522331238.13,15.268,20.46,84
1522331241.78,15.186,15.43,84
1522331245.42,15.124,21.63,83
1522331249.07,14.965,21.86,83
1522331252.72,15.219,19.25,82
1522331256.37,15.074,18.87,82
1522331260.02,15.178,20.25,82
1522331263.67,15.121,19.05,81
1522331267.31,15.188,11.84,81
1522331270.95,15.097,12.08,80
1522331274.59,15.159,15.8,80
1522331278.23,15.099,19.64,80
1522331281.87,15.138,18.16,79
1522331285.51,15.07,20.64,79
1522331289.14,15.135,13.88,79
1522331292.78,15.062,19.8,78
