1522332989.89,15.368,14.38,68
1522332990.89,15.362,14.79,68
1522332991.89,15.358,14.5,67
1522332992.9,15.341,14.79,67
1522332993.9,15.334,14.88,67
1522332994.9,15.323,14.68,67
1522332995.9,15.311,15.48,67
1522332996.9,15.294,15.92,67
1522332997.9,15.297,14.33,67
1522332998.9,15.286,14.52,67
1522332999.91,15.284,14.78,67
1522333000.91,15.276,14.34,67
1522333001.91,15.272,14.4,67
1522333002.91,15.256,14.68,67
1522333003.91,15.258,14.65,67
1522333004.91,15.256,14.87,66
1522333005.91,15.246,14.79,66
1522333006.91,15.248,14.32,66
1522333007.92,15.233,14.77,66
1522333008.92,15.221,14.96,66
1522333009.92,15.228,15.15,66
1522333010.92,15.203,15.24,66
1522333011.92,15.216,14.96,66
1522333012.92,15.218,15.12,66
1522333013.92,15.202,15.16,66
1522333014.93,15.206,14.71,66
1522333015.93,15.199,15.22,66
1522333016.93,15.201,15.81,65
1522333017.93,15.188,14.89,65
1522333018.93,15.176,15.61,65
1522333019.93,15.177,14.95,65
1522333020.93,15.167,14.56,65
1522333021.93,15.183,14.46,65
1522333022.94,15.18,14.41,65
1522333023.94,15.194,14.25,65
1522333024.94,15.149,15.53,65
1522333025.94,15.15,16.19,65
1522333026.94,15.159,15.06,65
1522333027.94,15.147,15.91,65
1522333028.94,15.158,15.34,64
1522333029.95,15.147,14.89,64
1522333030.95,15.139,15.82,64
1522333031.95,15.131,15.84,64
1522333032.95,15.138,14.93,64
1522333033.95,15.135,15.2,64
1522333034.95,15.124,15.18,64
1522333035.96,15.133,14.63,64
1522333036.96,15.126,14.84,64
1522333037.96,15.132,14.75,64
1522333038.96,15.116,15.02,64
1522333039.96,15.114,15.31,64
1522333040.96,15.095,15.84,63
1522333041.96,15.103,15.75,63
1522333042.97,15.106,15.04,63
1522333043.97,15.107,14.64,63
1522333044.97,15.112,15.3,63
1522333045.97,15.102,14.96,63
1522333046.97,15.102,14.95,63
1522333047.97,15.094,15.28,63
1522333048.98,15.09,14.73,63
1522333049.98,15.098,14.6,63
1522333050.98,15.097,14.72,63
1522333051.99,15.077,15.66,63
1522333052.99,15.085,14.85,62
1522333054.0,15.095,14.95,62
1522333055.0,15.074,16.09,62
1522333056.0,15.079,16.34,62
1522333057.0,15.07,16.02,62
1522333058.01,15.061,15.42,62
1522333059.01,15.074,14.68,62
1522333060.01,15.068,15.31,62
1522333061.02,15.063,14.99,62
1522333062.02,15.063,15.14,62
1522333063.02,15.059,15.31,62
1522333064.02,15.055,15.5,62
1522333065.02,15.052,15.11,61
1522333066.02,15.055,14.92,61
1522333067.02,15.054,14.68,61
1522333068.02,15.023,17.04,61
1522333069.03,15.037,15.97,61
1522333070.03,15.044,15.16,61
1522333071.03,15.044,15.5,61
1522333072.04,15.039,16.17,61
1522333073.04,15.026,15.7,61
1522333074.05,15.034,15.25,61
1522333075.05,15.026,15.69,61
1522333076.05,15.026,15.4,61
1522333077.05,15.024,15.2,60
1522333078.05,15.02,15.52,60
1522333079.05,15.019,15.08,60
1522333080.05,15.018,15.58,60
1522333081.05,15.019,15.23,60
1522333082.06,15.012,15.36,60
1522333083.06,15.017,15.64,60
1522333084.06,15.014,15.0,60
1522333085.06,15.014,14.61,60
1522333086.06,15.012,15.06,60
1522333087.06,15.014,14.68,60
1522333088.06,15.01,15.08,59
1522333089.07,15.014,15.07,59
1522333090.07,15.008,15.14,59
1522333091.07,15.001,15.09,59
1522333092.07,15.005,14.81,59
1522333093.07,15.008,14.76,59
1522333094.07,15.0,14.41,59
1522333095.08,15.004,14.22,59
1522333096.08,15.003,14.47,59
1522333097.08,14.997,15.08,59
1522333098.08,14.987,15.44,59
1522333099.08,14.982,15.32,59
1522333100.08,14.983,15.36,59
1522333101.09,14.982,15.67,58
1522333102.09,14.976,15.98,58
1522333103.09,14.964,15.93,58
1522333104.09,14.974,14.87,58
1522333105.09,14.978,15.88,58
1522333106.1,14.965,15.92,58
1522333107.1,14.967,15.37,58
1522333108.1,14.963,15.71,58
1522333109.1,14.965,15.62,58
1522333110.1,14.961,15.41,58
1522333111.11,14.962,15.27,58
1522333112.11,14.956,15.94,58
1522333113.11,14.958,15.03,57
1522333114.11,14.965,15.39,57
1522333115.11,14.959,15.07,57
1522333116.12,14.949,15.53,57
1522333117.12,14.952,15.31,57
1522333118.12,14.945,15.61,57
1522333119.12,14.945,15.63,57
1522333120.12,14.949,15.05,57
1522333121.12,14.939,15.89,57
1522333122.13,14.931,16.27,57
1522333123.13,14.926,16.26,57
1522333124.13,14.925,15.94,57
1522333125.13,14.935,15.12,56
1522333126.13,14.926,15.78,56
1522333127.13,14.932,15.53,56
1522333128.13,14.926,15.62,56
1522333129.14,14.933,15.6,56
1522333130.14,14.927,15.2,56
1522333131.14,14.925,15.65,56
1522333132.14,14.927,15.37,56
1522333133.14,14.917,16.06,56
1522333134.15,14.912,16.05,56
1522333135.16,14.916,16.01,56
1522333136.16,14.911,16.06,55
1522333137.16,14.915,15.05,55
1522333138.16,14.915,15.22,55
1522333139.16,14.91,15.37,55
1522333140.16,14.913,15.16,55
1522333141.16,14.91,15.59,55
1522333142.16,14.907,15.47,55
1522333143.16,14.914,14.78,55
1522333144.17,14.912,14.9,55
1522333145.17,14.901,15.65,55
1522333146.17,14.899,15.08,55
1522333147.17,14.907,14.93,55
1522333148.17,14.897,14.87,54
1522333149.17,14.903,15.03,54
1522333150.17,14.893,14.29,54
1522333151.17,14.902,14.75,54
1522333152.18,14.9,14.61,54
1522333153.18,14.905,14.33,54
1522333154.18,14.909,14.42,54
1522333155.18,14.902,14.0,54
1522333156.18,14.902,14.08,54
1522333157.18,14.894,13.78,54
1522333158.18,14.905,14.03,54
1522333159.19,14.903,14.4,54
1522333160.19,14.897,14.63,54
1522333161.19,14.898,14.23,53
1522333162.19,14.892,14.09,53
1522333163.19,14.897,14.37,53
1522333164.19,14.887,14.46,53
1522333165.19,14.893,14.46,53
1522333166.2,14.883,14.48,53
