1522332734.21,15.768,14.42,81
1522332737.87,15.696,13.73,81
1522332741.01,15.644,15.49,81
1522332744.66,15.585,17.1,80
1522332747.82,15.587,16.82,80
1522332751.47,15.597,13.69,80
1522332754.62,15.572,13.81,80
1522332758.29,15.638,19.93,79
1522332761.44,15.539,17.51,79
1522332765.09,15.433,15.89,79
1522332768.23,15.507,17.15,78
1522332771.89,15.472,17.85,78
1522332775.03,15.467,13.98,78
1522332778.68,15.434,13.71,78
1522332781.83,15.417,15.52,77
1522332785.48,15.399,17.69,77
1522332788.62,15.382,15.05,77
1522332792.28,15.436,15.52,76
1522332795.42,15.442,16.31,76
1522332799.06,15.368,14.2,76
1522332802.21,15.399,14.93,76
1522332805.86,15.401,14.01,75
1522332809.01,15.342,16.28,75
1522332812.65,15.366,14.96,75
1522332815.81,15.328,17.99,74
1522332819.45,15.347,14.01,74
1522332822.6,15.277,16.49,74
1522332826.25,15.239,11.07,74
1522332829.38,15.323,14.94,73
1522332833.03,15.29,17.5,73
1522332836.18,15.277,11.8,73
1522332839.82,15.279,16.27,72
1522332842.96,15.273,14.77,72
1522332846.6,15.232,15.73,72
1522332849.74,15.238,15.85,72
