1522329905.88,15.984,14.0,94
1522329906.88,15.953,13.92,94
1522329907.88,15.948,14.02,94
1522329908.88,15.913,13.97,93
1522329909.88,15.912,13.84,93
1522329910.89,15.907,13.93,93
1522329911.89,15.89,14.0,93
1522329912.9,15.871,13.92,93
1522329913.9,15.874,13.47,93
1522329914.9,15.868,13.89,93
1522329915.9,15.846,14.17,93
1522329916.9,15.85,14.02,93
1522329917.9,15.816,14.14,93
1522329918.9,15.815,13.79,93
1522329919.91,15.798,14.4,92
1522329920.91,15.783,14.43,92
1522329921.91,15.777,14.21,92
1522329922.91,15.771,13.81,92
1522329923.92,15.778,13.55,92
1522329924.92,15.756,14.54,92
1522329925.92,15.75,14.49,92
1522329926.92,15.734,14.1,92
1522329927.92,15.728,14.3,92
1522329928.92,15.729,13.97,92
1522329929.92,15.731,14.12,92
1522329930.93,15.73,14.74,91
1522329931.93,15.693,14.6,91
1522329932.93,15.689,14.68,91
1522329933.93,15.693,14.6,91
1522329934.93,15.678,14.39,91
1522329935.94,15.685,14.05,91
1522329936.94,15.655,14.95,91
1522329937.94,15.66,14.49,91
1522329938.94,15.629,14.62,91
1522329939.94,15.653,14.71,90
1522329940.95,15.629,14.88,90
1522329941.95,15.625,15.29,90
1522329942.95,15.625,15.01,90
1522329943.95,15.608,15.26,90
1522329944.95,15.6,15.37,90
1522329945.96,15.615,14.71,90
1522329946.96,15.612,14.26,90
1522329947.96,15.615,14.55,90
1522329948.97,15.605,14.92,90
1522329949.97,15.582,14.77,89
1522329950.97,15.591,14.27,89
1522329951.97,15.597,14.31,89
1522329952.97,15.578,14.43,89
1522329953.97,15.574,14.05,89
1522329954.97,15.581,13.94,89
1522329955.97,15.568,14.45,89
1522329956.98,15.578,14.18,89
1522329957.98,15.588,14.58,89
1522329958.98,15.571,14.63,89
1522329959.98,15.56,14.09,89
1522329960.99,15.556,14.69,88
1522329961.99,15.55,14.16,88
1522329962.99,15.528,14.94,88
1522329963.99,15.526,14.82,88
1522329964.99,15.529,13.88,88
1522329965.99,15.517,14.86,88
1522329966.99,15.509,14.87,88
1522329967.99,15.524,14.21,88
1522329969.0,15.524,14.18,88
1522329970.0,15.509,14.7,88
1522329971.0,15.49,14.83,87
1522329972.0,15.495,14.07,87
1522329973.0,15.508,13.92,87
1522329974.0,15.505,14.69,87
1522329975.01,15.496,14.12,87
1522329976.01,15.516,14.73,87
1522329977.01,15.501,14.17,87
1522329978.02,15.493,15.19,87
1522329979.02,15.473,15.28,87
1522329980.02,15.451,14.93,87
1522329981.02,15.455,15.11,87
1522329982.02,15.45,15.02,86
1522329983.03,15.445,14.86,86
1522329984.03,15.445,14.95,86
1522329985.03,15.439,14.7,86
1522329986.03,15.437,14.31,86
1522329987.04,15.44,15.16,86
1522329988.04,15.43,15.12,86
1522329989.04,15.423,14.85,86
1522329990.05,15.434,14.98,86
1522329991.05,15.439,13.87,86
1522329992.05,15.446,14.84,85
1522329993.05,15.419,14.77,85
1522329994.06,15.418,14.49,85
1522329995.06,15.42,14.43,85
1522329996.06,15.42,14.27,85
1522329997.06,15.414,14.83,85
1522329998.07,15.411,14.6,85
1522329999.07,15.393,14.63,85
1522330000.07,15.399,14.37,85
1522330001.07,15.402,14.77,85
1522330002.07,15.382,14.99,84
1522330003.07,15.397,14.49,84
1522330004.08,15.373,14.94,84
1522330005.08,15.363,15.35,84
1522330006.08,15.367,15.04,84
1522330007.08,15.374,14.82,84
1522330008.08,15.374,14.94,84
1522330009.08,15.359,14.97,84
1522330010.09,15.355,14.64,84
1522330011.09,15.371,15.14,84
1522330012.09,15.359,14.45,83
1522330013.09,15.346,15.01,83
1522330014.09,15.36,14.73,83
1522330015.1,15.349,14.44,83
1522330016.1,15.34,14.71,83
1522330017.1,15.34,14.66,83
1522330018.1,15.327,15.09,83
1522330019.1,15.324,15.07,83
1522330020.11,15.324,14.84,83
1522330021.12,15.324,14.89,83
1522330022.12,15.314,14.82,82
1522330023.12,15.31,15.08,82
1522330024.12,15.306,15.22,82
1522330025.12,15.304,14.93,82
1522330026.12,15.307,15.37,82
1522330027.13,15.297,14.95,82
1522330028.13,15.288,15.17,82
1522330029.13,15.298,14.66,82
1522330030.13,15.291,15.15,82
1522330031.13,15.297,14.82,82
1522330032.14,15.296,14.42,81
1522330033.14,15.279,15.0,81
1522330034.14,15.28,14.21,81
1522330035.14,15.283,14.47,81
1522330036.14,15.268,14.98,81
1522330037.14,15.269,15.04,81
1522330038.15,15.269,14.87,81
1522330039.15,15.263,14.52,81
1522330040.15,15.27,15.12,81
1522330041.16,15.257,15.21,81
1522330042.16,15.254,15.1,80
1522330043.17,15.257,14.65,80
1522330044.17,15.247,14.97,80
1522330045.17,15.253,15.02,80
1522330046.17,15.243,15.14,80
1522330047.18,15.24,15.08,80
1522330048.18,15.242,15.12,80
1522330049.18,15.236,15.13,80
1522330050.18,15.239,14.75,80
1522330051.18,15.221,15.31,80
1522330052.19,15.237,14.47,79
1522330053.19,15.224,15.0,79
1522330054.19,15.223,15.25,79
1522330055.19,15.223,15.22,79
1522330056.2,15.208,15.01,79
1522330057.2,15.226,14.96,79
1522330058.2,15.211,14.96,79
1522330059.21,15.209,14.94,79
1522330060.21,15.199,15.01,79
1522330061.21,15.198,15.44,78
1522330062.22,15.191,15.41,78
1522330063.22,15.199,15.08,78
1522330064.22,15.189,15.18,78
1522330065.23,15.175,15.53,78
1522330066.23,15.191,15.13,78
1522330067.23,15.191,15.01,78
1522330068.24,15.187,15.37,78
1522330069.24,15.177,15.13,78
